name_en,name_ar,short_description_en,short_description_ar,description_en,description_ar,total_quantity,sku,price,expiry_alarm_before,brand_id,active,free_shipping,allow_review,slug,vendor_id,image_url,final_price
"SHARP R-78BR(ST) Microwave with Girll, 43 Liter, 1100 Watt - Silver",ميكروويف بشواية من شارب R-78BR‫(ST)، 43 لتر، 1100 وات - فضي,"SHARP R-78BR(ST) Microwave with Girll, 43 Liter, 1100 Watt - Silver",ميكروويف بشواية من شارب R-78BR‫(ST)، 43 لتر، 1100 وات - فضي,Brand: SHARP<br>Manufacturer Number: R-78BR(ST)<br>Energy consumption: 1100 Watt<br>Package thickness: 50 centimeters<br>Package weight in KGs: 8000 grams<br>Height: 326 mm<br>Width: 553 mm<br>Material: Metal<br>Capacity: 43 liters<br>Type: Compact<br>Expirable: <br>External Product ID Type: Not Available<br>Package height: 35 centimeters<br>Package Width: 60 centimeters<br>Serial Scan Required: <br>Item EAN: 2724318560046<br>Model Number: R-78BR(ST)<br>,الرقم المصنعي: R-78BR(ST)<br>استهلاك الطاقة: 1100 Watt<br>حزمة سمك: 50 centimeters<br>وزن الحزمة: 8000 grams<br>السعة: 43 liters<br>العلامة التجارية: شارب<br>نوع: مدمج<br>نوع معرف المنتج الخارجي: غير متاح<br>معرف المنتج الخارجي: 1111111111111<br>الرقم المميز للسلعة: 2724318560046<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,4412328234,3399,30,1,1,0,1,SHARP-R-78BR-ST-Microwave-with-Girll-43-Liter-1100-Watt-Silver,1,/images/25003/item_XXL_9780787_11478692.jpg,3399
"SHARP R-750MR(W) Microwave with Grill, 25 Liter, 900 Watt - White",ميكروويف بشواية من شارب R-750MR‫(W)، 25 لتر، 900 وات - ابيض,"SHARP R-750MR(W) Microwave with Grill, 25 Liter, 900 Watt - White",ميكروويف بشواية من شارب R-750MR‫(W)، 25 لتر، 900 وات - ابيض,Brand: Sharp<br>Manufacturer Number: R-750MR(W)<br>Color: White<br>Energy consumption: 900 Watt<br>Package thickness: 35 centimeters<br>Package weight in KGs: 5000 grams<br>Height: 306.2 mm<br>Width: 513 mm<br>Material: Stainless Steel<br>Capacity: 25 liters<br>Type: Countertop<br>Expirable: <br>External Product ID Type: Not Available<br>Package height: 55 centimeters<br>Package Width: 45 centimeters<br>External Product ID: 1111111111111<br>Serial Scan Required: <br>Item EAN: 2724647858432<br>Model Number: R-750MR(W)<br>,الرقم المصنعي: R-750MR(W)<br>استهلاك الطاقة: 900 Watt<br>حزمة سمك: 35 centimeters<br>وزن الحزمة: 5000 grams<br>السعة: 25 liters<br>العلامة التجارية: شارب<br>اللون: ابيض<br>نوع: يوضع على السطح<br>نوع معرف المنتج الخارجي: غير متاح<br>معرف المنتج الخارجي: 1111111111111<br>الرقم المميز للسلعة: 2724647858432<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,7824651149,3999,30,1,1,0,1,SHARP-R-750MR-W-Microwave-with-Grill-25-Liter-900-Watt-White,1,/images/25004/item_XXL_37006544_144894588.jpg,3999
"Tornado MOM-C36BBE-S Microwave 36 Litre, 1000 Watt With Grill And 8 Cooking Menus - Silver",ميكروويف 36 لتر، 1000 وات مزود بشواية و 8 قوائم للطهي من تورنيدو MOM-C36BBE-S - فضي,"Tornado MOM-C36BBE-S Microwave 36 Litre, 1000 Watt With Grill And 8 Cooking Menus - Silver",ميكروويف 36 لتر، 1000 وات مزود بشواية و 8 قوائم للطهي من تورنيدو MOM-C36BBE-S - فضي,Brand: Tornado<br>Manufacturer Number: MOM-C36BBE-S<br>Energy consumption: 1000 Watt<br>Package thickness: 56.4 centimeters<br>Package weight in KGs: 18560 grams<br>Height: 427 centimeters<br>Width: 315 centimeters<br>Material: Metal<br>Capacity: 36 liters<br>Type: Microwaves with Grill<br>EAN-13: 6221127013283<br>Expirable: <br>External Product ID Type: EAN-13<br>Package height: 38.6 centimeters<br>Package Width: 50.6 centimeters<br>External Product ID: 6221127013283<br>Serial Scan Required: <br>Item EAN: 2724779709633<br>Model Number: MOM-C36BBE-S<br>,الرقم المصنعي: MOM-C36BBE-S<br>استهلاك الطاقة: 1000 Watt<br>حزمة سمك: 56.4 centimeters<br>وزن الحزمة: 18560 grams<br>السعة: 36 liters<br>EAN-13: 6221127013283<br>العلامة التجارية: تورنيدو<br>نوع: ميكرويف وشواية<br>نوع معرف المنتج الخارجي: EAN-13<br>معرف المنتج الخارجي: 6221127013283<br>الرقم المميز للسلعة: 2724779709633<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,4108710915,2699,30,2,1,0,1,Tornado-MOM-C36BBE-S-Microwave-36-Litre-1000-Watt-With-Grill-And-8-Cooking-Menus-Silver,1,/images/25006/item_XXL_49524450_20c57c68b55dc.jpg,2699
"Ariete Samosa Maker 201 Electric retro design, 1400 watt, Red",ماكينة صنع الكريب اريتي، 1000 واط، احمر - 0183,"Ariete Samosa Maker 201 Electric retro design, 1400 watt, Red",ماكينة صنع الكريب اريتي، 1000 واط، احمر - 0183,Brand: Ariete<br>Color: Red<br>Package weight in KGs: 2<br>Model Number: N\A<br>Type: Pancake & Crepe Maker<br>External Product ID Type: EAN-13<br>External Product ID: 3030050542583<br>Item EAN: 2724970607677<br>,وزن الحزمة: 2<br>العلامة التجارية: اريتي<br>اللون: احمر<br>نوع: جهاز صنع البان كيك والكريب<br>نوع معرف المنتج الخارجي: EAN-13<br>معرف المنتج الخارجي: 3030050542583<br>الرقم المميز للسلعة: 2724970607677<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,8981574817,1450,30,175,1,0,1,Ariete-Samosa-Maker-201-Electric-retro-design-1400-watt-Red,1,/images/25007/item_XXL_68472754_6a5b33ad21d87.jpg,1450
"Ariete Meat Chopper 1836, 160 watt",مفرمة لحمة من اريتى 1836، 160 وات,"Ariete Meat Chopper 1836, 160 watt",مفرمة لحمة من اريتى 1836، 160 وات,Brand: Ariete<br>Equipment Type: Choppers<br>Package thickness: 22.6 centimeters<br>Package weight in KGs: 882 grams<br>Material: Plastic<br>EAN-13: 8003705111646<br>Expirable: <br>External Product ID Type: Not Available<br>Package height: 12.2 centimeters<br>Package Width: 12.2 centimeters<br>External Product ID: 111111<br>Serial Scan Required: <br>Item EAN: 2724970604645<br>,حزمة سمك: 22.6 centimeters<br>وزن الحزمة: 882 grams<br>EAN-13: 8003705111646<br>العلامة التجارية: اريتى<br>: قطاعات<br>المادة: بلاستيك<br>نوع معرف المنتج الخارجي: غير متاح<br>معرف المنتج الخارجي: 111111<br>الرقم المميز للسلعة: 2724970604645<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,5059176955,424,30,175,1,0,1,Ariete-Meat-Chopper-1836-160-watt,1,/images/25010/item_XXL_68472500_1bfe42e498c03.jpg,424
"Ariete 2875 Plastic Kettle, 1.7 Liter - White",غلاية مياه بلاستيك 1.7 لتر من اريت 2875 -  ابيض,"Ariete 2875 Plastic Kettle, 1.7 Liter - White",غلاية مياه بلاستيك 1.7 لتر من اريت 2875 -  ابيض,Brand: Ariete<br>Color: White<br>Package thickness: 22.6 centimeters<br>Package weight in KGs: 956 grams<br>Material: Plastic<br>Model Number: 2875<br>Type: Electric Kettle<br>Capacity: 1.7 Liter<br>Expirable: <br>External Product ID Type: Not Available<br>Package height: 16.4 centimeters<br>Package Width: 20.6 centimeters<br>External Product ID: 1111111111111<br>Serial Scan Required: <br>Item EAN: 2724804762350<br>,حزمة سمك: 22.6 centimeters<br>وزن الحزمة: 956 grams<br>السعة: 1.7 Liter<br>العلامة التجارية: اريت<br>اللون: ابيض<br>نوع: غلاية كهربائية<br>نوع معرف المنتج الخارجي: غير متاح<br>معرف المنتج الخارجي: 1111111111111<br>الرقم المميز للسلعة: 2724804762350<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,6529607971,699,30,175,1,0,1,Ariete-2875-Plastic-Kettle-1-7-Liter-White,1,/images/25011/item_XXL_52015004_5ce5b6fa08a8b.jpg,699
ARISTON WALL MOUNTED COOKER HOOD: 90CM - AHBS 9.3F LL X,شفاط مثبت في الحائط اريستون، 90 سم، فضي- AHBS 9.3F LL X,ARISTON WALL MOUNTED COOKER HOOD: 90CM - AHBS 9.3F LL X,شفاط مثبت في الحائط اريستون، 90 سم، فضي- AHBS 9.3F LL X,Brand: Ariston<br>Manufacturer Number: AHBS 9.3F LL X<br>Color: Silver<br>Package thickness: 37 centimeters<br>Package weight in KGs: 15000 grams<br>Height: 115 cm<br>Width: 90 cm<br>Power Source: Electric<br>Length: 45 cm<br>Mounting Type: T-Box<br>Size: 35 Inch<br>Model Number: AHBS 9.3F LL X<br>Vent Style: Recirculating & External<br>Fan Capacity: 900 cubic_feet_per_hour & Above<br>Light Bulbs Included?: Yes<br>Expirable: <br>Package height: 36 centimeters<br>Package Width: 35 centimeters<br>Serial Scan Required: <br>Item EAN: 2725449316625<br>Weight: 12 KG<br>,الرقم المصنعي: AHBS 9.3F LL X<br>حزمة سمك: 37 centimeters<br>وزن الحزمة: 15000 grams<br>طول: 45 cm<br>العلامة التجارية: ارستون<br>اللون: فضي<br>ارتفاع: 115 cm<br>العرض: 90 cm<br>مصدر الطاقة: كهرباء<br>نوع التركيب: T-Box<br>الحجم: 35 انش<br>رقم الموديل: AHBS 9.3F LL X<br>نمط التهوية: خارجي وتدوير<br>سعة المروحة: 900 قدم مكعب في الساعة فأكثر<br>تحتوي على لمبة الضوء؟: نعم<br>الرقم المميز للسلعة: 2725449316625<br>الوزن: 12 KG<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,7793074382,6849,30,51,1,0,1,ARISTON-WALL-MOUNTED-COOKER-HOOD-90CM-AHBS-9-3F-LL-X,1,/images/25014/item_XXL_116230011_72e79722744df.jpg,6849
Ariston PHN 962 TS/IX/A Built-In Gas Hob - Silver,بوتجاز غاز زجاجي بلت ان من اريستون PHN 962 TS/IX/A - فضي,Ariston PHN 962 TS/IX/A Built-In Gas Hob - Silver,بوتجاز غاز زجاجي بلت ان من اريستون PHN 962 TS/IX/A - فضي,Brand: Ariston<br>Color: Silver<br>Weight: 13 Kg<br>Height: 3.3 cm<br>Width: 90 cm<br>Capacity: Unavailable<br>Range Hood Included: 0<br>Type: Range Cooktops<br>Fuel Type: Gas<br>Number of Burners: 6.0<br>Installation Type: Built In<br>External Product ID Type: EAN-13<br>External Product ID: 8050147006047<br>Item EAN: 2724689160524<br>Model Number: PHN 962 TS/IX/A<br>,الوزن: 13 Kg<br>تشمل الشفاط: 0<br>العلامة التجارية: اريستون<br>اللون: فضي<br>الطول: 3.3 سم<br>العرض: 90 سم<br>سعة الفرن: غير متاحة<br>نوع: أسطح الطهي<br>نوع الوقود: غاز<br>عدد الشعلات: 6.0<br>طريقة التثبيت: مدمج<br>نوع معرف المنتج الخارجي: EAN-13<br>معرف المنتج الخارجي: 8050147006047<br>الرقم المميز للسلعة: 2724689160524<br>رقم الموديل: PHN 962 TS/IX/A<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,1470106185,7694,30,51,1,0,1,Ariston-PHN-962-TS-IX-A-Built-In-Gas-Hob-Silver,1,/images/25015/item_XXL_40793248_75636a793bde6.jpg,7694
Arzum - AR1034 - Clipper Coffee Grinder - Stainless Steel - Silver,ارزوم  - AR1034 - مطحنة قهوة استانلس استيل  - فضى,Arzum - AR1034 - Clipper Coffee Grinder - Stainless Steel - Silver,ارزوم  - AR1034 - مطحنة قهوة استانلس استيل  - فضى,Brand: Arzum<br>Package weight in KGs: 1 KG<br>Type: Coffee Grinder<br>Model Number: AR1034<br>Item EAN: 2725484554914<br>,وزن الحزمة: 1 KG<br>العلامة التجارية: ارزوم<br>النوع: مطحنة القهوة<br>رقم الموديل: AR1034<br>الرقم المميز للسلعة: 2725484554914<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,5322050910,548,30,192,1,0,1,Arzum-AR1034-Clipper-Coffee-Grinder-Stainless-Steel-Silver,1,/images/25016/item_XXL_119742643_3b502a9c7750c.jpg,548
Beko HIAW64225SX Built In Burners Gas Hob Stainless Steel,Beko HIAW64225SX Built In Burners Gas Hob Stainless Steel,Beko HIAW64225SX Built In Burners Gas Hob Stainless Steel,Beko HIAW64225SX Built In Burners Gas Hob Stainless Steel,Brand: Beko<br>Manufacturer Number: 3210000625130<br>Color: Silver<br>Package thickness: 61.6 centimeters<br>Weight: 2.5 كغ<br>Package weight in KGs: 12460 grams<br>Height: 51 centimeters<br>Width: 58 centimeters<br>Capacity: Unavailable<br>Range Hood Included: لا<br>Type: Stoves<br>Fuel Type: Gas<br>Number of Burners: 4<br>Installation Type: Built In<br>Expirable: <br>External Product ID Type: EAN-13<br>Package height: 17.8 centimeters<br>Package Width: 61 centimeters<br>External Product ID: 3210000625130<br>Serial Scan Required: <br>Item EAN: 2724837976878<br>Model Number: HIAW64225SX<br>,الرقم المصنعي: 3210000625130<br>حزمة سمك: 61.6 centimeters<br>الوزن: 2.5 كغ<br>وزن الحزمة: 12460 grams<br>تشمل الشفاط: لا<br>العلامة التجارية: بيكو<br>اللون: فضي<br>الطول: 51 سنتيمتر<br>العرض: 58 سنتيمتر<br>سعة الفرن: غير متاحة<br>نوع: مواقد<br>نوع الوقود: غاز<br>عدد الشعلات: 4<br>طريقة التثبيت: مدمج<br>نوع معرف المنتج الخارجي: EAN-13<br>معرف المنتج الخارجي: 3210000625130<br>الرقم المميز للسلعة: 2724837976878<br>رقم الموديل: HIAW64225SX<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,6637010366,3180,30,49,1,0,1,Beko-HIAW64225SX-Built-In-Burners-Gas-Hob-Stainless-Steel,1,/images/25020/item_XXL_55259302_9bc2e45c8b7b7.jpg,3180
Beko HIMW95226SXEL Built-in Gas Hob Stainless Steel,Beko HIMW95226SXEL Built-in Gas Hob Stainless Steel,Beko HIMW95226SXEL Built-in Gas Hob Stainless Steel,Beko HIMW95226SXEL Built-in Gas Hob Stainless Steel,Brand: Beko<br>Manufacturer Number: 8853763200000<br>Color: Silver<br>Package thickness: 55 centimeters<br>Weight: 2.5 kg<br>Package weight in KGs: 35000 grams<br>Height: 51 centimeters<br>Width: 90 centimeters<br>Capacity: Unavailable<br>Range Hood Included: لا<br>Type: Stoves<br>Fuel Type: Gas<br>Number of Burners: 5<br>Installation Type: Built In<br>Expirable: <br>External Product ID Type: EAN-13<br>Package height: 45 centimeters<br>Package Width: 35 centimeters<br>External Product ID: 8853763200000<br>Serial Scan Required: <br>Item EAN: 2724838002095<br>Model Number: HIMW95226SXEL<br>,الرقم المصنعي: 8853763200000<br>حزمة سمك: 55 centimeters<br>الوزن: 2.5 kg<br>وزن الحزمة: 35000 grams<br>تشمل الشفاط: لا<br>العلامة التجارية: بيكو<br>اللون: فضي<br>الطول: 51 سنتيمتر<br>العرض: 90 سنتيمتر<br>سعة الفرن: غير متاحة<br>نوع: مواقد<br>نوع الوقود: غاز<br>عدد الشعلات: 5<br>طريقة التثبيت: مدمج<br>نوع معرف المنتج الخارجي: EAN-13<br>معرف المنتج الخارجي: 8853763200000<br>الرقم المميز للسلعة: 2724838002095<br>رقم الموديل: HIMW95226SXEL<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,2409574704,5396.17,30,49,1,0,1,Beko-HIMW95226SXEL-Built-in-Gas-Hob-Stainless-Steel,1,/images/25025/item_XXL_55262705_5b97c0c696599.jpg,5396.17
Beko HISW95226SEL Built-in Gas Hob Black,مسطح غاز 5 شعلة اسود بيلت ان من بيكو HISW95226SEL,Beko HISW95226SEL Built-in Gas Hob Black,مسطح غاز 5 شعلة اسود بيلت ان من بيكو HISW95226SEL,Brand: Beko<br>Manufacturer Number: 8853773200000<br>Color: Black<br>Package thickness: 35 centimeters<br>Weight: 2.5 كغ<br>Package weight in KGs: 25000 grams<br>Height: 51 centimeters<br>Width: 90 centimeters<br>Capacity: Unavailable<br>Range Hood Included: لا<br>Type: Stoves<br>Fuel Type: Gas<br>Number of Burners: 5<br>Installation Type: Built In<br>Expirable: <br>External Product ID Type: EAN-13<br>Package height: 60 centimeters<br>Package Width: 60 centimeters<br>External Product ID: 8853773200000<br>Serial Scan Required: <br>Item EAN: 2724838024318<br>Model Number: HISW95226SEL<br>,الرقم المصنعي: 8853773200000<br>حزمة سمك: 35 centimeters<br>الوزن: 2.5 كغ<br>وزن الحزمة: 25000 grams<br>تشمل الشفاط: لا<br>العلامة التجارية: بيكو<br>اللون: اسود<br>الطول: 51 سنتيمتر<br>العرض: 90 سنتيمتر<br>سعة الفرن: غير متاحة<br>نوع: مواقد<br>نوع الوقود: غاز<br>عدد الشعلات: 5<br>طريقة التثبيت: مدمج<br>نوع معرف المنتج الخارجي: EAN-13<br>معرف المنتج الخارجي: 8853773200000<br>الرقم المميز للسلعة: 2724838024318<br>رقم الموديل: HISW95226SEL<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,8340514095,5499,30,49,1,0,1,Beko-HISW95226SEL-Built-in-Gas-Hob-Black,1,/images/25026/item_XXL_55264037_c0ea83eec0fbf.jpg,5499
"Beko CFB 9433 XF Kitchen Hood with Chimney, 90 centimeters - Silver",شفاط مطبخ بمدخنة من بيكو CFB 9433 XF، 90 سنتيمتر - فضي,"Beko CFB 9433 XF Kitchen Hood with Chimney, 90 centimeters - Silver",شفاط مطبخ بمدخنة من بيكو CFB 9433 XF، 90 سنتيمتر - فضي,Brand: Beko<br>Manufacturer Number: CFB 9433 XF<br>Color: Silver<br>Package thickness: 20 centimeters<br>Package weight in KGs: 15000 grams<br>Height: 15 Centimeters<br>Width: 89.8 Centimeters<br>Power Source: Electric<br>Length: 48.7 Centimeters<br>Mounting Type: Wall Mount<br>Size: 35.4331 Inch<br>Model Number: CFB 9433 XF<br>Vent Style: Recirculating<br>Fan Capacity: 300 cubic_feet_per_hour<br>Light Bulbs Included?: Yes<br>Expirable: <br>Package height: 60 centimeters<br>Package Width: 90 centimeters<br>Serial Scan Required: <br>Item EAN: 2725540174933<br>Weight: 10 Kilograms<br>,الرقم المصنعي: CFB 9433 XF<br>حزمة سمك: 20 centimeters<br>وزن الحزمة: 15000 grams<br>طول: 48.7 Centimeters<br>العلامة التجارية: بيكو<br>اللون: فضي<br>ارتفاع: 15 سنتيمتر<br>العرض: 89.8 سنتيمتر<br>مصدر الطاقة: كهرباء<br>نوع التركيب: حامل فرن حائط<br>الحجم: 35.4331 انش<br>رقم الموديل: CFB 9433 XF<br>نمط التهوية: التدوير<br>سعة المروحة: 300 قدم مكعب في الساعة<br>تحتوي على لمبة الضوء؟: نعم<br>الرقم المميز للسلعة: 2725540174933<br>الوزن: 10 Kilograms<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,2522146070,1990,30,49,1,0,1,Beko-CFB-9433-XF-Kitchen-Hood-with-Chimney-90-centimeters-Silver,1,/images/25027/item_XXL_125250751_e27bbdf6f9e64.jpg,1990
